"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31013153440000","Chautauqua","Empire Energy E & P, LLC","15344","00","00","GD","Lakeshore","AC","Limberg, D 1","Chautauqua","Medina","12","779","0","","2010"
"31009276360000","Cattaraugus","Copper Ridge Oil, Inc.","27636","00","00","OD","Five Mile","AC","Py 62","Olean","Bradford","8","","38","1004","2010"
"31013244740000","Chautauqua","PPP Future Development Inc.","24474","00","00","GD","Lakeshore","AC","Demarco Unit 1","Ripley","Medina","12","11292","0","0","2010"
"31009128380000","Cattaraugus","SWEPI LP","12838","00","00","IW","Bradford","PA","Enterprise Transit St 067","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","1062","0","2010"
"31013129520000","Chautauqua","Empire Energy E & P, LLC","12952","00","00","GD","Lakeshore","AC","McCutcheon 1","Ripley","Medina","12","346","0","","2010"
"31029244700001","Erie","PPP Future Development Inc.","24470","00","01","GD","North Collins","AC","Appleby 2A","Collins","Medina","11","2288","0","0","2010"
"31029208620000","Erie","Cheektowaga-Maryvale Union Free School District","20862","00","00","GD","Buffalo","AC","Maryvale Elementary 6","Cheektowaga","Medina","12","395","0","0","2010"
"31121168870000","Wyoming","United States Gypsum Company","16887","00","00","GD","Danley Corners","AC","Barnes 1","Bennington","Medina","12","904","0","0","2010"
"31003275140000","Allegany","PPP Future Development Inc.","27514","00","00","OD","Fulmer Valley","AC","Leahy 2","Independence","Upper Devonian","6","788","0","138","2010"
"31013183390000","Chautauqua","Chautauqua Energy, Inc.","18339","00","00","GD","Lakeshore","NR","Main 1","Gerry","Medina","6","403","0","0","2010"
"31003676620000","Allegany","Collins Oil Co.","67662","00","00","OD","Richburg","IN","Coats 5","Wirt","Richburg","0","0","0","0","2010"
"31013076060000","Chautauqua","Curtis & Son Oil, Inc.","07606","00","00","OD","Busti","AC","L. Crandall 10","Busti","Glade","1","","0","4","2010"
"31003666710000","Allegany","Choudhury Oil & Gas Mining Corp","66671","00","00","OD","Richburg","IN","Cass 58","Wirt","Richburg","12","","0","64","2010"
"31013126050000","Chautauqua","PPP Future Development Inc.","12605","00","00","GD","Lakeshore","IN","Smith 510","Stockton","Medina","12","222","0","0","2010"
"31099260410000","Seneca","Minard Run Oil Company","26041","00","00","GD","Fayette-Waterloo","AC","Case 1 (626328)","Varick","Queenston","12","15880","974","0","2010"
"31011205070000","Cayuga","Minard Run Oil Company","20507","00","00","GD","West Auburn","AC","Staehr 801-3","Springport","Queenston","12","21446","593","0","2010"
"31003554890000","Allegany","Simon of Bolivar Enterprises, Inc.","55489","00","00","OD","Richburg","AC","McDivitt 26","Bolivar","Richburg","0","0","0","0","2010"
"31037049320000","Genesee","Alden Aurora Gas Company, Inc.","04932","00","00","GD","Alden-Lancaster","AC","Labenski 1","Darien","Medina","12","2496","0","0","2010"
"31121208440000","Wyoming","United States Gypsum Company","20844","00","00","GD","Danley Corners","AC","Gostomski, E. 2","Bennington","Medina","12","1042","0","0","2010"
"31029223570000","Erie","Empire Energy E & P, LLC","22357","00","00","GD","Brant-Eden","AC","Biegalaski B 1","Evans","Grimsby","12","495","0","","2010"
"31009110390000","Cattaraugus","Copper Ridge Oil, Inc.","11039","00","00","OD","Five Mile","AC","Dutton 1","Hinsdale","Bradford","2","","1","5","2010"
"31013125170000","Chautauqua","PPP Future Development Inc.","12517","00","00","GD","Lakeshore","AC","Lent NY 45","Cherry Creek","Medina","12","760","0","","2010"
"31029257010000","Erie","PPP Future Development Inc.","25701","00","00","GW","New Field Wildcat","AC","Pitkin 1","Wales","Medina","10","1376","100","0","2010"
"31013109150000","Chautauqua","PPP Future Development Inc.","10915","00","00","GD","Lakeshore","AC","Carutis Ed + Mildred 1","Sherman","Medina","0","0","0","0","2010"
"31101216410000","Steuben","Nathan Petroleum Corporation","21641","00","00","OD","Beech Hill-Independence","AC","Edwards 15","West Union","Fulmer Valley","12","168","3","23","2010"
"31003241740000","Allegany","PPP Future Development Inc.","24174","00","00","OD","Fulmer Valley","AC","Harder Dean 1","Andover","Upper Devonian","12","176","2","0","2010"
"31009246460000","Cattaraugus","Pennhills Resources, LLC","24646","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 4-188","Allegany","Upper Devonian","12","602","577","260","2010"
"31003609420000","Allegany","Greene, Sheldon K.","60942","00","00","OD","Richburg","IN","Almy 1","Wirt","Richburg","0","0","0","0","2010"
"31013249970000","Chautauqua","PPP Future Development Inc.","24997","00","00","GD","Lakeshore","AC","Kelsey 2","North Harmony","Bass Island","12","9692","2800","603","2010"
"31009604630000","Cattaraugus","Case Brothers Inc.","60463","00","00","OD","Chipmunk","PA","Morse No 18","Carrollton","Chipmunk","0","0","0","0","2010"
"31009681520000","Cattaraugus","Frank H. Stephan Oil Group","68152","00","00","OD","Bradford","PA","Geiger 21","Allegany","Bradford","12","","3","9","2010"
"31013116260000","Chautauqua","Empire Energy E & P, LLC","11626","00","00","GD","Lakeshore","AC","Fredonia Police 1246","Arkwright","Medina","12","792","0","","2010"
"31003604770000","Allegany","Witter, Terry L.","60477","00","00","OD","Richburg","IN","Stillman 25","Bolivar","Richburg","12","","13","6","2010"
"31009685020000","Cattaraugus","Armstrong Gas Company, LLC","68502","00","00","OD","Bradford","PA","Enright & Barry 13","Carrollton","Bradford","0","0","0","0","2010"
"31013225160000","Chautauqua","Empire Energy E & P, LLC","22516","00","00","GD","Lakeshore","AC","Weise 2","Chautauqua","Medina","8","779","0","","2010"
"31003608120000","Allegany","James V. Joyce/DBA Pipeline Co.","60812","00","00","GD","Andover","UL","Livermore 9","Andover","Penny","0","0","0","0","2010"
"31013184760000","Chautauqua","Empire Energy E & P, LLC","18476","00","00","GD","Lakeshore","AC","Leamer 687 2","Ripley","Medina","12","346","38","0","2010"
"31003636590000","Allegany","Hunt Oil Co.","63659","00","00","OD","Richburg","IN","Bellamy Farm 3","Alma","Richburg","6","","0","3","2010"
"31003686820000","Allegany","Hogan Energy, Inc.","68682","00","00","OD","Richburg","PA","Daggett 184","Genesee","Richburg","0","0","0","0","2010"
"31009130600000","Cattaraugus","Case Brothers Inc.","13060","00","00","OD","Bradford","AC","Chipchop No 014","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","","1","8","2010"
"31003555130000","Allegany","Ashe Oil Company","55513","00","00","OD","Richburg","IN","Central 52","Scio","Richburg","0","0","0","0","2010"
"31037022020000","Genesee","Iroquois Gas Corp.","02202","00","00","GD","Roanoke","IN","McKenzie (Wilson) 1998","Stafford","Medina","0","0","0","0","2010"
"31013183530000","Chautauqua","Empire Energy E & P, LLC","18353","00","00","GD","Lakeshore","AC","Dewey 728","Sherman","Medina","12","205","125","0","2010"
"31101227660000","Steuben","Chesapeake Appalachia, LLC","22766","00","00","GE","Pine Hill","SI","Peck 1 (623516)","Cohocton","Black River","12","20527","0","0","2010"
"31013115550000","Chautauqua","Landis, Andrew J. and Athanasia","11555","00","00","GD","Lakeshore","AC","Gugino Greenhouses 1","Pomfret","Medina","12","5","0","0","2010"
"31009665410000","Cattaraugus","W. A. Boser Oil","66541","00","00","OD","Chipmunk","PA","Spraker 2","Allegany","Chipmunk","12","","4","5","2010"
"31003608490000","Allegany","Plants and Goodwin, Inc.","60849","00","00","OD","Richburg","PA","Green 216","Bolivar","Richburg","12","0","3","4","2010"
"31013241780000","Chautauqua","Ellington Energy, Inc.","24178","00","00","GD","Lakeshore","AC","Morse Unit 1","Portland","Medina","12","1753","0","0","2010"
"31013183910000","Chautauqua","PPP Future Development Inc.","18391","00","00","GD","Lakeshore","AC","Carpenter 1","Ellington","Medina","12","1243","0","","2010"
"31037204100000","Genesee","United States Gypsum Company","20410","00","00","GD","Huron Creek","AC","Brown, D. 2","Alexander","Medina","12","508","0","0","2010"
"31003085790000","Allegany","Sandstone Oil & Gas Development, LLC","08579","00","00","OD","Richburg","IN","Slade Lot 29 G-23","Genesee","Richburg","12","0","0","31","2010"
"31037174830000","Genesee","PPP Future Development Inc.","17483","00","00","GD","Alden-Lancaster","IN","Buckenmeyer 1","Darien","Medina","0","0","0","","2010"
"31009188280000","Cattaraugus","Vertical Energy, Inc.","18828","00","00","OD","Five Mile","AC","1 Spurr","Allegany","Chipmunk","12","","7","13","2010"
"31011204980000","Cayuga","Minard Run Oil Company","20498","00","00","GD","West Auburn","AC","Fabian 341-6","Springport","Queenston","12","2264","0","0","2010"
"31013117330000","Chautauqua","PPP Future Development Inc.","11733","00","00","GD","Lakeshore","AC","Gleason 1","North Harmony","Medina","12","2551","400","0","2010"
"31013212000000","Chautauqua","Gustafson Family Trust 2","21200","00","00","GW","Conewango Creek","AC","Gustafson, R 1","Poland","Upper Devonian","0","0","0","0","2010"
"31003639140000","Allegany","Saint John Exploration & Production, Inc.","63914","00","00","IW","Richburg","IN","Trio Farm 62x","Bolivar","Richburg","0","0","0","0","2010"
"31013243810001","Chautauqua","PPP Future Development Inc.","24381","00","01","GD","Lakeshore","AC","Waterhouse 2A","Hanover","Medina","12","2216","145","0","2010"
"31013135770000","Chautauqua","PPP Future Development Inc.","13577","00","00","GD","Lakeshore","AC","Fuller 20599","Harmony","Medina","0","0","0","0","2010"
"31013189980000","Chautauqua","PPP Future Development Inc.","18998","00","00","GD","Lakeshore","AC","Fairbank A. Joseph 1","Harmony","Medina","12","2016","0","0","2010"
"31013177030000","Chautauqua","Estate of Robert J. Burick","17703","00","00","GD","Lakeshore","AC","Brumagin, C 1","French Creek","Medina","0","0","0","0","2010"
"31003250040000","Allegany","Whitesell, Michael & Darleen","25004","00","00","OD","Fulmer Valley","AC","Whitesell 15","Independence","Fulmer Valley","12","0","15","21","2010"
"31003607510000","Allegany","Choudhury Oil & Gas Mining Corp","60751","00","00","OD","Richburg","IN","Wightman 2","Wirt","Richburg","0","0","0","0","2010"
"31009551160000","Cattaraugus","McCracken Oil & Gas, LLC","55116","00","00","OD","Bradford","PA","McCray 17","Carrollton","Bradford","0","0","0","0","2010"
"31037160850000","Genesee","Stedman Energy, Inc.","16085","00","00","GD","Alden-Lancaster","AC","Fenton 1","Pembroke","Medina","12","1779","0","","2010"
"31009609870000","Cattaraugus","McCracken Oil & Gas, LLC","60987","00","00","IW","Chipmunk","AC","B/R 6-Inj","Allegany","Chipmunk","0","0","0","0","2010"
"31013199880000","Chautauqua","Stedman Energy, Inc.","19988","00","00","GD","Lakeshore","AC","Monk 1","Ripley","Medina","12","1847","45","0","2010"
"31013243790000","Chautauqua","PPP Future Development Inc.","24379","00","00","GD","Lakeshore","AC","Towne 1","Hanover","Medina","9","564","30","0","2010"
"31013104910000","Chautauqua","Empire Energy E & P, LLC","10491","00","00","GD","Lakeshore","AC","Hays 1138","Portland","Medina","12","1867","12","","2010"
"31029246940000","Erie","PPP Future Development Inc.","24694","00","00","GD","North Collins","AC","Sion 2","Collins","Medina","12","4408","35","0","2010"
"31003068630000","Allegany","Burdick, Jeffery H","06863","00","00","OD","Richburg","AC","Foreman 112","Bolivar","Waugh & Porter","12","","4","12","2010"
"31003142820000","Allegany","McCormick, Terrance & Anne","14282","00","00","OD","Andover","AC","N Lynch 3","Andover","Penny & Fulmer Valley","5","7","0","6","2010"
"31029198800000","Erie","Stedman Energy, Inc.","19880","00","00","GD","North Collins","AC","Charles A. Richmond 1","North Collins","Medina","7","886","0","0","2010"
"31003652550000","Allegany","AJ Oil And Gas Exploration Inc","65255","00","00","OD","Ford's Brook","PA","Ford's Brook fb17","Willing","Richburg","0","0","0","0","2010"
"31009606310000","Cattaraugus","Case Brothers Inc.","60631","00","00","OD","Bradford","AC","John P Ruoff 4","Carrollton","Bradford","12","0","5","25","2010"
"31003609450000","Allegany","Greene, Sheldon K.","60945","00","00","OD","Richburg","IN","Almy 4","Wirt","Richburg","0","0","0","0","2010"
"31037205780000","Genesee","Lenape Resources LLC","20578","00","00","GD","Bethany","AC","Lor-Rob Dairy Farms 13 (6802)","Bethany","Medina","12","136","0","0","2010"
"31017263330000","Chenango","Minard Run Oil Company","26333","00","00","GE","Beaver Meadow - Herkimer pool","AC","Nelson 1H","Smyrna","Herkimer","12","96517","41","","2010"
"31029256770000","Erie","PPP Future Development Inc.","25677","00","00","GW","New Field Wildcat","AC","Pitkin 6","Wales","Medina","10","4509","115","0","2010"
"31003652640000","Allegany","C.O.G. Development & Resources, Inc.","65264","00","00","OD","Richburg","IN","Meadowbank ma9","Bolivar","Richburg","0","0","0","0","2010"
"31003661060000","Allegany","Plants and Goodwin, Inc.","66106","00","00","OD","Richburg","PA","Nelson 12","Wirt","Richburg","12","93","3","8","2010"
"31003668920000","Allegany","Burdick, Jeffery H","66892","00","00","OD","Richburg","AC","Mountain 12","Bolivar","Richburg","12","","20","10","2010"
"31009171510000","Cattaraugus","Emerald Oil Company LLC","17151","00","00","OD","Farmersville","UL","Starner 1","Farmersville","Upper Devonian","1","10","10","0","2010"
"31009259310001","Cattaraugus","Pennhills Resources, LLC","25931","00","01","OD","Bradford","AC","Young 76","Olean","Upper Devonian","2","150","93","63","2010"
"31013148950000","Chautauqua","Greenridge Oil Company LLC","14895","00","00","GD","Lakeshore","AC","Newbury 6","Ripley","Medina","12","751","0","0","2010"
"31013107270000","Chautauqua","Empire Energy E & P, LLC","10727","00","00","GD","Lakeshore","AC","Montfort 1","Portland","Medina","12","1344","0","","2010"
"31013110520000","Chautauqua","Empire Energy E & P, LLC","11052","00","00","GD","Lakeshore","AC","Conti 2","Arkwright","Medina","11","658","41","","2010"
"31029252440000","Erie","PPP Future Development Inc.","25244","00","00","GW","New Field Wildcat","AC","Deacon's Alliance 7","Concord","Medina","12","3982","55","0","2010"
"31037239110000","Genesee","United States Gypsum Company","23911","00","00","GD","Huron Creek","AC","Brown D&P 1","Batavia","Medina","12","1290","0","0","2010"
"31013168480000","Chautauqua","Cotton Well Drilling Company, Inc.","16848","00","00","GD","Lakeshore","AC","Stebbins 3 Ee5","Sheridan","Medina","12","498","0","","2010"
"31029249350000","Erie","PPP Future Development Inc.","24935","00","00","GW","New Field Wildcat","AC","Krohn Unit 1","Sardinia","Theresa","12","8396","5467","0","2010"
"31013116130000","Chautauqua","Greenridge Oil Company LLC","11613","00","00","GD","Lakeshore","AC","Manley 2","Sheridan","Medina","12","195","0","0","2010"
"31011207030000","Cayuga","Minard Run Oil Company","20703","00","00","GD","West Auburn","AC","Bowen 1144","Springport","Queenston","12","4594","47","0","2010"
"31011206780000","Cayuga","A.D.C.O. Well Services Inc.","20678","00","00","GD","West Auburn","AC","Patterson 1109-2","Aurelius","Queenston","12","512","0","0","2010"
"31009551140000","Cattaraugus","McCracken Oil & Gas, LLC","55114","00","00","OD","Bradford","PA","McCray 15","Carrollton","Bradford","0","0","0","0","2010"
"31029220680000","Erie","Empire Energy E & P, LLC","22068","00","00","GD","Concord","AC","Zell 1","Concord","Medina","9","522","0","","2010"
"31013162800000","Chautauqua","Schmitz, Michael E.","16280","00","00","GD","Lakeshore","AC","Reed & Son 1","Sherman","Medina","0","0","0","0","2010"
"31013172650000","Chautauqua","Stedman Energy, Inc.","17265","00","00","GD","Lakeshore","AC","Reed 3","Sherman","Medina","11","709","50","0","2010"
"31009622680000","Cattaraugus","Stephan, Philip D.","62268","00","00","OD","Bradford","IN","Volk 84-9","Allegany","Bradford","12","","1","21","2010"
"31051174660000","Livingston","Lenape Resources LLC","17466","00","00","GD","Uhley Corners-Caledonia","AC","Laniak 224","York","Medina","5","101","0","0","2010"
"31013197210000","Chautauqua","PPP Future Development Inc.","19721","00","00","GD","Lakeshore","AC","Anderson, L. 1","Ellicott","Medina","12","709","0","0","2010"
"31099261640000","Seneca","Minard Run Oil Company","26164","00","00","GD","Fayette-Waterloo","AC","Smoker 1 (626922)","Varick","Queenston","12","5918","533","0","2010"
"31009112800000","Cattaraugus","Frank H. Stephan Oil Group","11280","00","00","OD","Bradford","PA","228 Geiger","Allegany","Bradford","12","","3","9","2010"
"31013148990000","Chautauqua","Empire Energy E & P, LLC","14899","00","00","GD","Lakeshore","AC","Westfield Watershed 5","Westfield","Medina","12","2167","20","","2010"
"31003253880001","Allegany","Sam Koehler Enterprises, Inc.","25388","00","01","OD","Fulmer Valley","AC","Joyce 23","Andover","Penny & Fulmer Valley","12","88","181","158","2010"
"31013114530000","Chautauqua","Empire Energy E & P, LLC","11453","00","00","GD","Lakeshore","AC","Leo 1216","Pomfret","Medina","12","1607","25","","2010"
"31009249900000","Cattaraugus","Case Brothers Inc.","24990","00","00","OD","Bradford","AC","Rumsey 5A","Allegany","Chipmunk, Bradford 2nd & 3rd","12","169","100","796","2010"
"31013185710000","Chautauqua","Empire Energy E & P, LLC","18571","00","00","GD","Lakeshore","AC","Sauers 692","Mina","Medina","12","405","0","0","2010"
"31003657020000","Allegany","Pine Oil Co.","65702","00","00","IW","Richburg","IN","Pine Oil 115","Genesee","Richburg","0","0","0","0","2010"
"31013187170000","Chautauqua","PPP Future Development Inc.","18717","00","00","GD","Lakeshore","IN","Cross, R.E. 1-Ny-4011","Poland","Medina","12","2702","0","0","2010"
"31003207690000","Allegany","The Richardson Petroleum Corporation","20769","00","00","OD","Beech Hill-Independence","AC","Clark 10-1","Independence","Fulmer Valley","12","724","0","0","2010"
"31003555070000","Allegany","Simon of Bolivar Enterprises, Inc.","55507","00","00","OD","Richburg","PA","McDivitt 44","Bolivar","Not Applicable","0","0","0","0","2010"
"31051159760000","Livingston","PPP Future Development Inc.","15976","00","00","GD","Silver Lake","AC","Cipriano Bros 2","Leicester","Medina","12","5055","0","0","2010"
"31101205660000","Steuben","Nathan Petroleum Corporation","20566","00","00","OD","Beech Hill-Independence","AC","Losey 2","West Union","Fulmer Valley","12","124","3","29","2010"
"31009180870000","Cattaraugus","Empire Energy E & P, LLC","18087","00","00","GD","Lakeshore","AC","L Studley 1","Otto","Medina","12","2440","0","","2010"
"31013246700000","Chautauqua","PPP Future Development Inc.","24670","00","00","GD","Lakeshore","AC","Kidder, B 5-017","Kiantone","Medina","12","4063","0","0","2010"
"31013110250000","Chautauqua","Empire Energy E & P, LLC","11025","00","00","GD","Lakeshore","SI","Mikula 520","Arkwright","Medina","12","773","10","","2010"
"31013185540000","Chautauqua","PPP Future Development Inc.","18554","00","00","GD","Lakeshore","AC","Doud 1","Ellington","Medina","12","826","0","","2010"
"31099260840000","Seneca","Minard Run Oil Company","26084","00","00","GD","Fayette-Waterloo","AC","Nolt 2 (626279)","Fayette","Queenston","12","6108","487","0","2010"
"31009129020000","Cattaraugus","SWEPI LP","12902","00","00","OD","Bradford","PA","Enterprise Transit St 75","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","0","91","2010"
"31029202420000","Erie","Cotton Well Drilling Company, Inc.","20242","00","00","GD","Brant-Eden","AC","Drew 1","Eden","Medina","12","677","0","","2010"
"31013185050000","Chautauqua","Stedman Energy, Inc.","18505","00","00","GD","Lakeshore","AC","Orcutt 1","North Harmony","Medina","12","1325","50","0","2010"
"31029152490000","Erie","Weil Resources, Inc.","15249","00","00","GD","Buffalo Creek","AC","Marr-Serena 1","Marilla","Medina","12","915","0","","2010"
"31003668950000","Allegany","Burdick, Jeffery H","66895","00","00","OD","Richburg","AC","Mountain 15","Bolivar","Richburg","12","","20","10","2010"
"31013119360000","Chautauqua","Weil Resources, Inc.","11936","00","00","GE","Lakeshore","AC","Fadale 1","Portland","Medina","12","1973","0","","2010"
"31009235380000","Cattaraugus","Mills, Cary","23538","00","00","OD","Bradford","AC","Spafford 13","Carrollton","Bradford & Chipmunk","12","","8","74","2010"
"31011107010000","Cayuga","Minard Run Oil Company","10701","00","00","GD","West Auburn","AC","Rindfleisch Anna 2","Springport","Queenston","12","6720","182","0","2010"
"31003662950000","Allegany","Simon of Bolivar Enterprises, Inc.","66295","00","00","IW","Richburg","PA","Wheeler 17 (W17)","Bolivar","Richburg","12","","0","8","2010"
"31029256750001","Erie","PPP Future Development Inc.","25675","00","01","GD","Wales","AC","Pitkin 3","Wales","Medina","7","163","0","0","2010"
"31003249650000","Allegany","PPP Future Development Inc.","24965","00","00","OD","Fulmer Valley","AC","C. V. Clark 1","Andover","Fulmer Valley","12","885","1","141","2010"
"31003670540000","Allegany","Barry Resources, Inc.","67054","00","00","OD","Richburg","IN","Wellman 19","Bolivar","Waugh & Porter","0","0","0","0","2010"
"31013233850000","Chautauqua","PPP Future Development Inc.","23385","00","00","GD","Lakeshore","AC","Clark 3","Kiantone","Medina","12","6546","0","0","2010"
"31003635960000","Allegany","J and R Oil Company","63596","00","00","OD","Scio","IN","Harris - 010a","Ward","Scio","0","0","0","0","2010"
"31009242420000","Cattaraugus","Pennhills Resources, LLC","24242","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-117","Allegany","Bradford & Chipmunk","12","602","578","259","2010"
"31013199430000","Chautauqua","Pefley Oil & Gas, Inc.","19943","00","00","GD","Lakeshore","IN","Bossman 1","Carroll","Medina","12","200","0","0","2010"
"31003218930000","Allegany","The Richardson Petroleum Corporation","21893","00","00","OD","Beech Hill-Independence","AC","C & A Clarke 3","Independence","Fulmer Valley","12","384","0","0","2010"
"31013223810000","Chautauqua","PPP Future Development Inc.","22381","00","00","GD","Lakeshore","AC","Goggin 1","Kiantone","Medina","12","3849","0","0","2010"
"31121211240000","Wyoming","United States Gypsum Company","21124","00","00","GD","Danley Corners","AC","Burger, G. 2","Bennington","Medina","12","502","20","0","2010"
"31003659840000","Allegany","Collins, Dave","65984","00","00","OD","Richburg","IN","Emerson 9","Scio","Richburg","0","0","0","0","2010"
"31069040570000","Ontario","Empire Energy E & P, LLC","04057","00","00","GD","East Bloomfield","AC","Birx, H. 6663","East Bloomfield","Medina","11","337","0","0","2010"
"31009197030000","Cattaraugus","Empire Energy E & P, LLC","19703","00","00","GD","Lakeshore","AC","Tomaszewski 2","Persia","Medina","0","0","0","","2010"
"31029257180000","Erie","PPP Future Development Inc.","25718","00","00","GW","New Field Wildcat","AC","Bauer 1","Wales","Medina","9","3851","395","0","2010"
"31013112740000","Chautauqua","Empire Energy E & P, LLC","11274","00","00","GD","Lakeshore","AC","Dean 257","Portland","Medina","12","882","0","","2010"
"31101239210000","Steuben","Repsol Oil & Gas USA, LLC","23921","00","00","GE","Caton","AC","Michaloski 1","Caton","Black River","12","324762","1106","0","2010"
"31013164360000","Chautauqua","Empire Energy E & P, LLC","16436","00","00","GD","Lakeshore","AC","Legters 1","Clymer","Medina","1","6","0","","2010"
"31029186340000","Erie","Stedman Energy, Inc.","18634","00","00","GD","Brant-Eden","AC","Thomas Milius 4","Evans","Grimsby","10","1072","0","0","2010"
"31003235280000","Allegany","PPP Future Development Inc.","23528","00","00","OD","Fulmer Valley","AC","Rosebush 1A","Andover","Fulmer Valley","12","580","2","103","2010"
"31099175650000","Seneca","Minard Run Oil Company","17565","00","00","GD","Fayette-Waterloo","AC","Seneca Co Home 2504","Fayette","Queenston","12","2482","0","0","2010"
"31013179300000","Chautauqua","Whitney, Ben","17930","00","00","GD","Lakeshore","AC","Whitney Unit 1","French Creek","Medina","12","125","0","0","2010"
"31013125410000","Chautauqua","PPP Future Development Inc.","12541","00","00","GD","Lakeshore","AC","Nobles NY 33","Cherry Creek","Medina","12","867","0","","2010"
"31003660060000","Allegany","Iron Dinosaur Oil","66006","00","00","OD","Richburg","IN","Yeager 4","Scio","Richburg","0","0","0","0","2010"
"31013128660000","Chautauqua","Curtis & Son Oil, Inc.","12866","00","00","OD","Busti","AC","Hanstrom 15","Busti","Glade","1","","0","7","2010"
"31013208080000","Chautauqua","Empire Energy E & P, LLC","20808","00","00","GD","Lakeshore","AC","J. Thompson 1 6687","Ellicott","Medina","10","2384","0","0","2010"
"31121193460000","Wyoming","PPP Future Development Inc.","19346","00","00","GD","Chaffee-Arcade","AC","Drake Inc.-Ziegler 1 1","Arcade","Medina","12","1892","0","0","2010"
"31053231260000","Madison","Minard Run Oil Company","23126","00","00","GE","Bradley Brook","AC","Wedge 2-353","Lebanon","Oneida","12","3344","85","","2010"
"31029177300000","Erie","Stedman Energy, Inc.","17730","00","00","GD","Brant-Eden","AC","Rigley IGC-6249","Eden","Medina","10","865","0","0","2010"
"31013168570000","Chautauqua","PPP Future Development Inc.","16857","00","00","GD","Lakeshore","AC","Bulkin Unit 1","Busti","Medina","12","673","0","0","2010"
"31013186670000","Chautauqua","Lenape Resources LLC","18667","00","00","GW","Ellery","IN","Barkstrom 226","Ellery","Bass Island","2","0","0","0","2010"
"31003698270000","Allegany","Hogan Energy, Inc.","69827","00","00","OD","Clarksville","NR","Ferrington 18","Clarksville","Not Applicable","0","0","0","0","2010"
"31009638970000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","63897","00","00","OD","Four Mile","AC","Geise 2","Allegany","Bradford","12","","1","49","2010"
"31013118640000","Chautauqua","PPP Future Development Inc.","11864","00","00","GD","Lakeshore","AC","Ploss 1","North Harmony","Medina","12","1389","180","0","2010"
"31013219910000","Chautauqua","Empire Energy E & P, LLC","21991","00","00","GD","Lakeshore","AC","Cruz, F 1","Westfield","Medina","12","2138","20","","2010"
"31009164260000","Cattaraugus","McCracken Oil & Gas, LLC","16426","00","00","OD","Chipmunk","AC","Riehle 2","Allegany","Chipmunk","12","","25","623","2010"
"31029255950000","Erie","PPP Future Development Inc.","25595","00","00","GD","North Collins","AC","Eder 4","North Collins","Medina","12","2657","360","0","2010"
"31029251920000","Erie","PPP Future Development Inc.","25192","00","00","GD","North Collins","AC","Dix 1","North Collins","Medina","12","5893","95","0","2010"
"31011046510000","Cayuga","Minard Run Oil Company","04651","00","00","GD","West Auburn","AC","Modern Tissue 1 (769-1)","Springport","Queenston","12","2102","0","0","2010"
"31013244230000","Chautauqua","PPP Future Development Inc.","24423","00","00","GD","Lakeshore","AC","Gustafson 3","Poland","Medina","12","5140","0","0","2010"
"31009276780000","Cattaraugus","McCracken Oil & Gas, LLC","27678","00","00","OD","Bradford","PA","Lingle J 1","Allegany","Chipmunk, Bradford 2nd & 3rd","4","","50","195","2010"
"31009677770000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67777","00","00","OD","Four Mile","AC","Oak Hill 23","Allegany","Bradford","0","","0","0","2010"
"31003698840000","Allegany","Ashe Oil Company","69884","00","00","OD","Richburg","PA","Central 82","Scio","Richburg","1","","0","7","2010"
"31029257150000","Erie","Alden Aurora Gas Company, Inc.","25715","00","00","GD","Alden-Lancaster","AC","Thuman 1","Alden","Medina","12","2799","0","0","2010"
"31101607060000","Steuben","Sam Koehler Enterprises, Inc.","60706","00","00","OD","Beech Hill-Independence","AC","Allen 112e","West Union","Fulmer Valley","6","","1","19","2010"
"31003680550000","Allegany","Sam Koehler Enterprises, Inc.","68055","00","00","IW","Fulmer Valley","IN","Ewell 05","Wellsville","Fulmer Valley","0","0","0","0","2010"
"31013224630000","Chautauqua","Greenridge Oil Company LLC","22463","00","00","OD","Busti","IN","Nelson, T 1g","Busti","Glade","12","0","0","86","2010"
"31099261700000","Seneca","Minard Run Oil Company","26170","00","00","GD","Fayette-Waterloo","AC","Martin 9 (626916)","Fayette","Queenston","12","15376","92","0","2010"
"31029252050000","Erie","PPP Future Development Inc.","25205","00","00","GD","Brant-Eden","AC","Hoelscher 1","Eden","Medina","0","0","0","0","2010"
"31013148090000","Chautauqua","Empire Energy E & P, LLC","14809","00","00","GD","Lakeshore","AC","Schultz, G 2","Chautauqua","Medina","10","149","28","","2010"
"31013201430000","Chautauqua","PPP Future Development Inc.","20143","00","00","GD","Lakeshore","AC","Zollinger 1","Cherry Creek","Medina","12","2312","0","","2010"
"31003136910000","Allegany","PPP Future Development Inc.","13691","00","00","OD","Fulmer Valley","IN","Joyce Management 2","Andover","Penny","4","4","0","0","2010"
